,name,distance,mass,discovery_date,planet_type,planet_radius_in_unit,mass_of_hoststar.1,goldilock,gravity
2281,Kepler-1654 b,1884.0,0.5 Jupiters,2018,Gas Giant,0.164,0.5,False,5908.313503866745
2282,Kepler-1655 b,700.0,5 Earths,2018,Neptune-like,0.143,0.38,False,244.5107340212236
2283,Kepler-1656 b,610.0,0.15291 Jupiters,2018,Gas Giant,0.194,0.69,False,1291.2598628972255
2284,Kepler-1658 b,2629.0,5.88 Jupiters,2019,Gas Giant,0.819,1.18,False,2786.061801446417
2285,Kepler-165 b,1860.0,5.99 Earths,2014,Neptune-like,0.197,1.03,False,154.3456414749156
2286,Kepler-165 c,1860.0,5.6 Earths,2014,Neptune-like,0.448,1.1,False,27.901785714285708
2287,Kepler-1661 b,1355.0,17 Earths,2020,Neptune-like,1.07,2.89,True,14.848458380644598
2288,Kepler-1663 b,1113.0,10.9 Earths,2020,Neptune-like,0.203,0.74,False,264.5053265063457
2289,Kepler-1664 b,,9.45 Earths,2020,Neptune-like,0.212,0.74,False,210.2616589533642
2290,Kepler-1665 b,1105.0,8.44 Earths,2020,Neptune-like,0.154,0.74,False,355.8778883454208
2291,Kepler-1666 b,4679.0,8.66 Earths,2020,Neptune-like,0.345,0.76,False,72.75782398655745
2292,Kepler-1666 c,4679.0,10.5 Earths,2020,Neptune-like,0.295,0.71,False,120.65498419994256
2293,Kepler-1667 b,2082.0,9.19 Earths,2020,Neptune-like,0.271,,False,125.13446167672006
2294,Kepler-1668 b,4522.0,17.4 Earths,2020,Neptune-like,0.253,0.8,False,271.83677295380335
2295,Kepler-1669 b,1800.0,8.15 Earths,2020,Neptune-like,0.257,1.21,False,123.39323835334376
2296,Kepler-166 b,2003.0,5.77 Earths,2014,Neptune-like,0.289,1.21,False,69.08442188192193
2297,Kepler-166 c,2003.0,6.26 Earths,2014,Neptune-like,0.266,1.06,False,88.47306235513594
2298,Kepler-166 d,2003.0,3.64 Earths,2016,Super Earth,0.388,1.05,False,24.17897757466256
2299,Kepler-1670 b,7171.0,11.2 Earths,2020,Neptune-like,0.248,0.71,False,182.10197710718003
2300,Kepler-1671 b,1177.0,2.32 Earths,2020,Super Earth,0.144,0.73,False,111.88271604938272
2301,Kepler-1672 b,1290.0,9.11 Earths,2020,Neptune-like,0.138,0.73,False,478.3658895190085
2302,Kepler-1673 b,2423.0,8.93 Earths,2020,Neptune-like,0.107,0.73,False,779.980784347978
2303,Kepler-1674 b,3399.0,10.4 Earths,2020,Neptune-like,0.906,0.73,False,12.670009599968813
2304,Kepler-1675 b,2165.0,9.93 Earths,2020,Neptune-like,0.299,1.57,False,111.07258308072618
2305,Kepler-1676 b,,11.3 Earths,2020,Neptune-like,0.118,0.92,False,811.5484056305661
2306,Kepler-1677 b,2451.0,7.76 Earths,2020,Neptune-like,0.265,1.08,False,110.50195799216802
2307,Kepler-1678 b,2831.0,10.9 Earths,2020,Neptune-like,0.262,1.04,False,158.79028028669657
2308,Kepler-1679 b,3042.0,4.93 Earths,2020,Super Earth,0.286,0.87,False,60.27189593623161
2309,Kepler-167 b,1076.0,3.24 Earths,2014,Super Earth,0.279,1.13,False,41.62330905306971
2310,Kepler-167 c,1076.0,3.01 Earths,2014,Super Earth,0.301,0.88,False,33.222591362126245
2311,Kepler-167 d,1076.0,1.83 Earths,2016,Super Earth,0.241,1.2,False,31.507721974483918
2312,Kepler-167 e,1076.0,0.231 Jupiters,2016,Gas Giant,0.295,0.9,True,843.6244757253664
2313,Kepler-1680 b,1021.0,2.42 Earths,2020,Super Earth,0.185,0.9,False,70.70854638422206
2314,Kepler-1681 b,2128.0,7.05 Earths,2020,Neptune-like,0.13,1.11,False,417.1597633136094
2315,Kepler-1682 b,3907.0,8.7 Earths,2020,Neptune-like,0.24,1.11,False,151.04166666666666
2316,Kepler-1683 b,2442.0,4.17 Earths,2020,Super Earth,0.121,0.7,False,284.8166108872345
2317,Kepler-1684 b,2065.0,8.6 Earths,2020,Neptune-like,0.228,0.89,False,165.43551862111417
2318,Kepler-1685 b,3845.0,7.16 Earths,2020,Neptune-like,0.258,0.84,False,107.56565110269815
2319,Kepler-1686 b,2432.0,2.62 Earths,2020,Super Earth,0.167,0.95,False,93.94384882928752
2320,Kepler-1687 b,1377.0,3.38 Earths,2020,Super Earth,0.256,0.6,False,51.57470703125
2321,Kepler-1688 b,1851.0,2.13 Earths,2020,Super Earth,0.23,0.79,False,40.26465028355387
2322,Kepler-1689 b,968.0,0.799 Earths,2020,Terrestrial,0.127,1.14,False,49.53809907619815
2323,Kepler-168 b,4554.0,2.73 Earths,2014,Super Earth,0.148,0.65,False,124.6347699050402
2324,Kepler-168 c,4554.0,7.7 Earths,2014,Neptune-like,0.113,,False,603.0229461978229
2325,Kepler-1690 b,2343.0,8.3 Earths,2020,Neptune-like,0.084,0.96,False,1176.3038548752834
2326,Kepler-1691 b,4291.0,4.02 Earths,2020,Super Earth,0.101,0.76,False,394.0790118615821
2327,Kepler-1692 b,1961.0,1.42 Earths,2020,Super Earth,0.108,0.76,False,121.74211248285324
2328,Kepler-1693 b,2534.0,2.21 Earths,2020,Super Earth,0.112,0.76,False,176.17984693877548
2329,Kepler-1694 b,1700.0,1.76 Earths,2020,Super Earth,0.196,0.76,False,45.81424406497292
2330,Kepler-1695 b,2641.0,1.46 Earths,2020,Super Earth,0.23,0.76,False,27.599243856332706
2331,Kepler-1696 b,5126.0,8.29 Earths,2020,Neptune-like,0.251,0.87,False,131.58521293312802
2332,Kepler-1697 b,814.0,2.12 Earths,2020,Super Earth,0.164,1.21,False,78.82212968471147
2333,Kepler-1698 b,730.0,1.25 Earths,2020,Super Earth,0.099,0.94,False,127.5380063258851
2334,Kepler-1699 b,,3.08 Earths,2020,Super Earth,0.115,0.89,False,232.8922495274102
2335,Kepler-169 b,1342.0,1.51 Earths,2014,Super Earth,0.105,0.72,False,136.96145124716554
2336,Kepler-169 c,1342.0,1.92 Earths,2014,Super Earth,0.1,0.95,False,191.99999999999997
2337,Kepler-169 d,1342.0,2.1 Earths,2014,Super Earth,0.251,1.27,False,33.332804241202524
2338,Kepler-169 e,1342.0,5.48 Earths,2014,Neptune-like,0.112,0.64,False,436.8622448979592
2339,Kepler-169 f,1342.0,7.18 Earths,2014,Neptune-like,0.096,0.74,False,779.0798611111111
2340,Kepler-16 b,245.0,0.333 Jupiters,2011,Gas Giant,0.14,,True,5399.69693877551
2341,Kepler-1700 b,2390.0,8.76 Earths,2020,Neptune-like,1.31,1.05,False,5.104597634170502
2342,Kepler-1701 b,1938.0,5.57 Earths,2020,Neptune-like,0.285,1.03,False,68.57494613727302
2343,Kepler-1702 b,2865.0,3.2 Earths,2020,Super Earth,0.255,1.03,False,49.21184159938485
2344,Kepler-170 b,2462.0,0.26 Jupiters,2014,Gas Giant,0.259,1.14,False,1231.8421013401708
2345,Kepler-170 c,2462.0,8.55 Earths,2014,Neptune-like,0.198,0.83,False,218.08999081726355
2346,Kepler-171 b,2888.0,6.08 Earths,2014,Neptune-like,0.143,0.74,False,297.3250525698079
2347,Kepler-171 c,2888.0,7.08 Earths,2014,Neptune-like,0.209,0.84,False,162.08420136901628
2348,Kepler-171 d,2888.0,4.23 Earths,2014,Super Earth,0.228,0.84,False,81.37119113573408
2349,Kepler-172 b,2768.0,6.12 Earths,2014,Neptune-like,0.169,0.84,False,214.2782115472147
2350,Kepler-172 c,2768.0,8.55 Earths,2014,Neptune-like,0.21,1.08,False,193.87755102040825
2351,Kepler-172 d,2768.0,5.69 Earths,2014,Neptune-like,0.255,1.08,False,87.5048058439062
2352,Kepler-172 e,2768.0,8.05 Earths,2014,Neptune-like,0.201,1.08,False,199.25249375015468
2353,Kepler-173 b,2784.0,2.21 Earths,2014,Super Earth,0.246,1.08,False,36.51926763170071
2354,Kepler-173 c,2784.0,6.48 Earths,2014,Neptune-like,0.115,0.95,False,489.9810964083176
2355,Kepler-174 b,1269.0,4.5 Earths,2014,Super Earth,0.217,0.95,False,95.56371976470088
2356,Kepler-174 c,1269.0,2.83 Earths,2014,Super Earth,0.175,0.62,False,92.40816326530614
2357,Kepler-174 d,1269.0,5.43 Earths,2014,Neptune-like,0.133,0.62,True,306.97043360280395
2358,Kepler-175 b,4447.0,7.08 Earths,2014,Neptune-like,0.195,0.62,False,186.1932938856016
2359,Kepler-175 c,4447.0,9.8 Earths,2014,Neptune-like,0.228,1.01,False,188.51954447522317
2360,Kepler-176 b,1746.0,2.63 Earths,2014,Super Earth,0.277,1.01,False,34.27647955792463
2361,Kepler-176 c,1746.0,23 Earths,2014,Neptune-like,0.128,0.89,False,1403.80859375
2362,Kepler-176 d,1746.0,15.2 Earths,2014,Super Earth,0.232,0.89,False,282.4019024970273
2363,Kepler-176 e,1746.0,2.7 Earths,2016,Super Earth,0.224,0.89,False,53.81058673469388
2364,Kepler-177 b,4885.0,5.84 Earths,2013,Neptune-like,0.129,0.89,False,350.9404482903672
2365,Kepler-177 c,4885.0,14.7 Earths,2013,Neptune-like,0.312,1.32,False,151.01084812623273
2366,Kepler-178 b,2385.0,8.75 Earths,2014,Neptune-like,0.779,1.32,False,14.418933460329804
2367,Kepler-178 c,2385.0,8.65 Earths,2014,Neptune-like,0.259,1.07,False,128.94858454704016
2368,Kepler-178 d,2385.0,14.8 Earths,2014,Neptune-like,0.257,1.07,True,224.0760647398144
2369,Kepler-179 b,2011.0,3.33 Earths,2014,Super Earth,0.352,1.07,False,26.87564566115703
2370,Kepler-179 c,2011.0,4.66 Earths,2014,Super Earth,0.146,0.76,False,218.615124788891
2371,Kepler-17 b,2610.0,2.45 Jupiters,2011,Gas Giant,0.178,0.76,False,24575.779573286203
2372,Kepler-180 b,2315.0,2.86 Earths,2014,Super Earth,0.178,1.11,False,90.26638050751168
2373,Kepler-180 c,2315.0,9.32 Earths,2014,Neptune-like,0.49,1.11,False,38.81715951686797
2374,Kepler-181 b,2023.0,2.15 Earths,2014,Super Earth,0.623,1.11,False,5.539395407197091
2375,Kepler-181 c,2023.0,4.62 Earths,2014,Super Earth,0.134,1.06,False,257.29561149476496
2376,Kepler-182 b,5290.0,7.18 Earths,2014,Neptune-like,0.269,1.06,False,99.22472049861112
2377,Kepler-182 c,5290.0,11.6 Earths,2014,Neptune-like,0.113,0.75,False,908.4501527136032
2378,Kepler-183 b,3531.0,4.9 Earths,2014,Super Earth,0.178,0.75,False,154.65219038000257
2379,Kepler-183 c,3531.0,35.7 Earths,2014,Super Earth,0.23,1.15,False,674.8582230623819
2380,Kepler-184 b,2026.0,6.17 Earths,2014,Neptune-like,0.306,1.15,False,65.89345978042633
2381,Kepler-184 c,2026.0,8.8 Earths,2014,Super Earth,0.184,0.96,False,259.9243856332704
2382,Kepler-184 d,2026.0,6.76 Earths,2014,Neptune-like,0.203,0.96,False,164.04183552136666
2383,Kepler-185 b,1543.0,1.71 Earths,2014,Super Earth,0.211,0.87,False,38.40884077177063
2384,Kepler-185 c,1543.0,4.74 Earths,2014,Super Earth,0.176,0.87,False,153.02169421487605
2385,Kepler-186 b,561.0,1.24 Earths,2014,Super Earth,0.222,0.87,False,25.1602954305657
2386,Kepler-186 c,561.0,2.1 Earths,2014,Super Earth,0.104,0.81,False,194.15680473372785
2387,Kepler-186 d,561.0,2.54 Earths,2014,Super Earth,0.18,0.81,False,78.39506172839506
2388,Kepler-186 e,561.0,2.15 Earths,2014,Super Earth,0.095,0.52,False,238.2271468144044
2389,Kepler-186 f,561.0,1.71 Earths,2014,Super Earth,0.112,0.52,True,136.32015306122446
2390,Kepler-187 b,3852.0,2.57 Earths,2014,Super Earth,0.125,0.52,False,164.48
2391,Kepler-187 c,3852.0,7.61 Earths,2014,Neptune-like,0.113,0.52,False,595.9746260474586
2392,Kepler-188 b,3249.0,3.46 Earths,2014,Super Earth,0.104,0.52,False,319.896449704142
2393,Kepler-188 c,3249.0,10.3 Earths,2014,Neptune-like,0.126,1.29,False,648.7780297304107
2394,Kepler-189 b,1963.0,1.92 Earths,2014,Super Earth,0.238,1.29,False,33.89591130569875
2395,Kepler-189 c,1963.0,22.7 Earths,2014,Super Earth,0.15,1.14,False,1008.8888888888888
2396,Kepler-18 b,1430.0,6.9 Earths,2011,Super Earth,0.285,1.14,False,84.94921514312097
2397,Kepler-18 c,1430.0,17.3 Earths,2011,Neptune-like,0.108,0.75,False,1483.1961591220852
2398,Kepler-18 d,1430.0,16.4 Earths,2011,Neptune-like,0.212,0.75,False,364.8985404058384
2399,Kepler-190 b,1432.0,3.05 Earths,2014,Super Earth,,0.86,False,
2400,Kepler-190 c,1432.0,2.73 Earths,2014,Super Earth,,0.86,False,
2401,Kepler-191 b,1973.0,2.36 Earths,2014,Super Earth,,0.86,False,
2402,Kepler-191 c,1973.0,4.12 Earths,2014,Super Earth,0.139,0.8,False,213.23948035815943
2403,Kepler-191 d,1973.0,5.82 Earths,2016,Neptune-like,0.13,0.8,False,344.37869822485203
2404,Kepler-192 b,2166.0,7.95 Earths,2014,Neptune-like,0.12,0.79,False,552.0833333333334
2405,Kepler-192 c,2166.0,8.2 Earths,2014,Neptune-like,0.166,0.79,False,297.5758455508781
2406,Kepler-192 d,2166.0,1.04 Earths,2016,Super Earth,0.203,0.79,False,25.23720546482565
2407,Kepler-193 b,3389.0,6.3 Earths,2014,Neptune-like,0.244,1.01,False,105.81832840634236
2408,Kepler-193 c,3389.0,8 Earths,2014,Neptune-like,0.249,1.01,False,129.03017693263013
2409,Kepler-194 b,3697.0,2.89 Earths,2014,Super Earth,0.091,1.01,False,348.99166767298635
2410,Kepler-194 c,3697.0,7.22 Earths,2014,Neptune-like,0.213,1.15,False,159.13950054001631
2411,Kepler-194 d,3697.0,6.35 Earths,2014,Neptune-like,0.245,1.15,False,105.78925447730111
2412,Kepler-195 b,2168.0,4.78 Earths,2014,Super Earth,0.135,1.02,False,262.2770919067215
2413,Kepler-195 c,2168.0,3.02 Earths,2014,Super Earth,0.231,1.02,False,56.59564101122543
2414,Kepler-196 b,1492.0,4.27 Earths,2014,Super Earth,0.214,1.02,False,93.23958424316534
2415,Kepler-196 c,1492.0,5.65 Earths,2014,Neptune-like,0.181,0.78,False,172.46115808430758
2416,Kepler-197 b,1089.0,1.04 Earths,2014,Super Earth,0.138,0.78,False,54.61037597143457
2417,Kepler-197 c,1089.0,5.3 Earths,2014,Super Earth,0.17,0.78,False,183.3910034602076
2418,Kepler-197 d,1089.0,1.98 Earths,2014,Super Earth,0.2,0.78,False,49.49999999999999
2419,Kepler-197 e,1089.0,0.693 Earths,2014,Terrestrial,0.091,1.12,False,83.68554522400676
2420,Kepler-198 b,1639.0,8.35 Earths,2014,Neptune-like,0.11,1.12,False,690.0826446280992
2421,Kepler-198 c,1639.0,6.66 Earths,2014,Neptune-like,0.109,1.12,False,560.558875515529
2422,Kepler-198 d,1639.0,2.96 Earths,2016,Super Earth,0.081,1.12,False,451.1507392165829
2423,Kepler-199 b,1726.0,9.85 Earths,2014,Neptune-like,0.252,0.94,False,155.10833963214913
2424,Kepler-199 c,1726.0,10.6 Earths,2014,Neptune-like,0.22,0.94,False,219.0082644628099
2425,Kepler-19 b,717.0,8.4 Earths,2011,Super Earth,0.136,0.94,False,454.1522491349481
2426,Kepler-19 c,717.0,13.1 Earths,2011,Neptune-like,0.277,0.97,False,170.73075369156376
2427,Kepler-19 d,717.0,22.5 Earths,2017,Neptune-like,0.29,0.97,False,267.538644470868
2428,Kepler-200 b,2215.0,5.18 Earths,2014,Neptune-like,0.167,0.96,False,185.73631180752264
2429,Kepler-200 c,2215.0,3.15 Earths,2014,Super Earth,0.272,0.96,False,42.576773356401375
2430,Kepler-201 b,2114.0,6.62 Earths,2014,Neptune-like,0.245,0.96,False,110.28738025822577
2431,Kepler-201 c,2114.0,8.5 Earths,2014,Neptune-like,0.077,0.96,True,1433.6313037611735
2432,Kepler-202 b,938.0,3.29 Earths,2014,Super Earth,0.089,0.96,False,415.3515970205783
2433,Kepler-202 c,938.0,4.08 Earths,2014,Super Earth,,0.96,False,
2434,Kepler-203 b,2341.0,7.13 Earths,2014,Neptune-like,0.19,0.94,False,197.50692520775624
2435,Kepler-203 c,2341.0,2.36 Jupiters,2014,Super Earth,0.142,0.94,False,37197.7385439397
2436,Kepler-203 d,2341.0,33.9 Earths,2014,Super Earth,0.219,1.23,False,706.8242947394758
2437,Kepler-204 b,2285.0,6.94 Earths,2014,Neptune-like,0.254,1.23,False,107.57021514043028
2438,Kepler-204 c,2285.0,3.86 Earths,2014,Super Earth,0.145,0.67,False,183.5909631391201
2439,Kepler-205 b,523.0,2.89 Earths,2014,Super Earth,0.165,0.67,False,106.1524334251607
2440,Kepler-205 c,523.0,3.33 Earths,2014,Super Earth,0.229,1.11,False,63.4999332583284
2441,Kepler-206 b,1973.0,1.87 Earths,2014,Super Earth,0.22,1.11,False,38.63636363636364
2442,Kepler-206 c,1973.0,3.78 Earths,2014,Super Earth,0.128,1.11,False,230.712890625
2443,Kepler-206 d,1973.0,1.81 Earths,2014,Super Earth,0.226,1.24,False,35.437387422664266
2444,Kepler-207 b,2930.0,3.09 Earths,2014,Super Earth,0.16,1.24,False,120.703125
2445,Kepler-207 c,2930.0,2.86 Earths,2014,Super Earth,0.135,0.55,False,156.9272976680384
2446,Kepler-207 d,2930.0,11 Earths,2014,Neptune-like,0.146,0.55,False,516.0442859823607
2447,Kepler-208 b,2587.0,3.29 Earths,2014,Super Earth,0.107,1.19,False,287.36134160188664
2448,Kepler-208 c,2587.0,2.51 Earths,2014,Super Earth,0.158,1.19,False,100.5447844896651
2449,Kepler-208 d,2587.0,1.87 Earths,2014,Super Earth,0.106,1.19,False,166.4293342826629
2450,Kepler-208 e,2587.0,2.79 Earths,2014,Super Earth,0.14,1.59,False,142.34693877551018
2451,Kepler-209 b,1914.0,5.73 Earths,2014,Neptune-like,0.134,1.59,False,319.11338828246824
2452,Kepler-209 c,1914.0,9.8 Earths,2014,Neptune-like,0.295,1.59,False,112.61131858661308
2453,Kepler-20 b,929.0,9.7 Earths,2011,Super Earth,0.145,1.31,False,461.35552913198575
2454,Kepler-20 c,929.0,12.75 Earths,2011,Neptune-like,0.124,1.31,False,829.2143600416233
2455,Kepler-20 d,929.0,10.07 Earths,2011,Neptune-like,0.107,1.31,False,879.5527993711243
2456,Kepler-20 e,929.0,3.08 Earths,2011,Terrestrial,0.132,1.31,False,176.76767676767676
2457,Kepler-20 f,929.0,14.3 Earths,2011,Super Earth,0.202,0.94,False,350.4558376629742
2458,Kepler-20 g,929.0,19.96 Earths,2016,Neptune-like,0.277,0.94,False,260.136323945314
2459,Kepler-210 b,764.0,8.96 Earths,2014,Neptune-like,0.146,1.9,False,420.3415274910866
2460,Kepler-210 c,764.0,12.8 Earths,2014,Neptune-like,0.262,0.65,False,186.46931996969872
2461,Kepler-211 b,1018.0,2.13 Earths,2014,Super Earth,0.323,0.65,False,20.41618341975865
2462,Kepler-211 c,1018.0,18.3 Earths,2014,Super Earth,0.112,0.82,False,1458.8647959183672
2463,Kepler-212 b,2287.0,1.32 Earths,2014,Super Earth,0.115,0.82,False,99.8109640831758
2464,Kepler-212 c,2287.0,7.95 Earths,2014,Neptune-like,0.097,1.46,False,844.9356998618343
2465,Kepler-213 b,2110.0,3.26 Earths,2014,Super Earth,0.244,1.46,False,54.75678581026605
2466,Kepler-213 c,2110.0,6.08 Earths,2014,Neptune-like,0.145,1.2,False,289.179548156956
2467,Kepler-214 b,4084.0,7.32 Earths,2014,Neptune-like,0.209,1.2,False,167.57858107644057
2468,Kepler-214 c,4084.0,5.18 Earths,2014,Neptune-like,0.233,1.35,False,95.41527749636204
2469,Kepler-215 b,1608.0,3.26 Earths,2014,Super Earth,0.19,1.35,False,90.30470914127424
2470,Kepler-215 c,1608.0,3.78 Earths,2014,Super Earth,0.145,1.03,False,179.7859690844233
2471,Kepler-215 d,1608.0,23.6 Earths,2014,Super Earth,0.158,1.03,False,945.3613203012338
2472,Kepler-215 e,1608.0,3.71 Earths,2014,Super Earth,0.213,1.03,False,81.7738984769336
2473,Kepler-216 b,4010.0,6.12 Earths,2014,Neptune-like,0.156,1.03,False,251.4792899408284
2474,Kepler-216 c,4010.0,9.48 Earths,2014,Neptune-like,0.21,1.26,False,214.96598639455783
2475,Kepler-217 b,3722.0,5.6 Earths,2014,Neptune-like,0.271,1.26,False,76.25168502607534
2476,Kepler-217 c,3722.0,4.08 Earths,2014,Super Earth,0.199,1.8,False,103.02770132067371
2477,Kepler-217 d,3722.0,2.3 Earths,2016,Super Earth,0.165,1.8,False,84.48117539026629
2478,Kepler-218 b,2182.0,2.79 Earths,2014,Super Earth,0.118,1.8,False,200.37345590347604
2479,Kepler-218 c,2182.0,10 Earths,2014,Neptune-like,0.132,1.06,False,573.921028466483
2480,Kepler-218 d,2182.0,7.56 Earths,2016,Neptune-like,0.28,1.06,False,96.42857142857142
2481,Kepler-219 b,2627.0,9.01 Earths,2014,Neptune-like,0.237,1.06,False,160.40876640139578
2482,Kepler-219 c,2627.0,12.5 Earths,2014,Neptune-like,0.263,1.49,False,180.71679509606903
2483,Kepler-219 d,2627.0,19.1 Earths,2014,Super Earth,0.319,1.49,False,187.6946963964584
2484,Kepler-21 b,355.0,5.08 Earths,2012,Super Earth,0.251,1.49,False,80.63364073586133
2485,Kepler-220 b,561.0,0.457 Earths,2014,Terrestrial,0.212,0.98,False,10.168209327162693
2486,Kepler-220 c,561.0,3.09 Earths,2014,Super Earth,0.072,0.67,False,596.0648148148149
2487,Kepler-220 d,561.0,0.904 Earths,2014,Terrestrial,0.14,0.67,False,46.12244897959183
2488,Kepler-220 e,561.0,2.33 Earths,2014,Super Earth,0.087,0.67,False,307.83458845290005
2489,Kepler-221 b,1271.0,3.57 Earths,2014,Super Earth,0.119,0.67,False,252.10084033613447
2490,Kepler-221 c,1271.0,15.1 Earths,2014,Super Earth,0.153,0.82,False,645.0510487419368
2491,Kepler-221 d,1271.0,7.9 Earths,2014,Neptune-like,0.261,0.82,False,115.97011200657654
2492,Kepler-221 e,1271.0,7.41 Earths,2014,Neptune-like,0.244,0.82,False,124.46251007793605
2493,Kepler-222 b,2530.0,10.1 Earths,2014,Neptune-like,0.235,0.82,False,182.8881846989588
2494,Kepler-222 c,2530.0,19.4 Earths,2014,Neptune-like,0.282,0.87,False,243.95151149338568
2495,Kepler-222 d,2530.0,13.2 Earths,2014,Neptune-like,0.414,0.87,False,77.01463278022824
2496,Kepler-223 b,6395.0,7.4 Earths,2014,Neptune-like,0.329,0.87,False,68.36596114226587
2497,Kepler-223 c,6395.0,5.1 Earths,2014,Neptune-like,0.267,1.72,False,71.53978874721204
2498,Kepler-223 d,6395.0,8 Earths,2014,Neptune-like,0.307,1.72,False,84.88153720463878
2499,Kepler-223 e,6395.0,4.8 Earths,2014,Neptune-like,0.467,1.72,False,22.009363149906687
2500,Kepler-224 b,2609.0,2.51 Earths,2014,Super Earth,0.41,1.72,False,14.931588340273647
2501,Kepler-224 c,2609.0,9.91 Earths,2014,Neptune-like,0.124,0.68,False,644.5109261186265
2502,Kepler-224 d,2609.0,5.9 Earths,2014,Neptune-like,0.278,0.68,False,76.34180425443816
2503,Kepler-224 e,2609.0,4.54 Earths,2014,Super Earth,0.205,0.68,False,108.03093396787628
2504,Kepler-225 b,1859.0,1.87 Earths,2014,Super Earth,0.176,0.68,False,60.369318181818194
2505,Kepler-225 c,1859.0,4.04 Earths,2014,Super Earth,0.107,0.48,False,352.8692462223775
2506,Kepler-226 b,3289.0,24 Earths,2014,Super Earth,0.164,0.48,False,892.3259964306959
2507,Kepler-226 c,3289.0,0.142 Jupiters,2014,Super Earth,0.138,0.8,False,2369.7983616887204
2508,Kepler-226 d,3289.0,1.98 Earths,2014,Super Earth,0.203,0.8,False,48.04775655803344
2509,Kepler-227 b,3645.0,9.85 Earths,2014,Neptune-like,0.109,0.8,False,829.0547933675617
2510,Kepler-227 c,3645.0,9.48 Earths,2014,Neptune-like,0.277,1.09,False,123.55172099206295
2511,Kepler-228 b,5626.0,2.96 Earths,2014,Super Earth,0.271,1.09,False,40.304462085211256
2512,Kepler-228 c,5626.0,7.75 Earths,2014,Neptune-like,0.136,1.01,False,419.0095155709342
2513,Kepler-228 d,5626.0,15.4 Earths,2014,Neptune-like,0.241,1.01,False,265.1469499492089
2514,Kepler-229 b,2759.0,5.48 Earths,2014,Neptune-like,0.36,1.01,False,42.28395061728396
2515,Kepler-229 c,2759.0,21.5 Earths,2014,Neptune-like,0.196,0.73,False,559.6626405664306
2516,Kepler-229 d,2759.0,14.2 Earths,2014,Neptune-like,0.439,0.73,False,73.68164341197897
2517,Kepler-22 b,620.0,36 Earths,2011,Super Earth,0.343,0.73,True,305.99495108330706
2518,Kepler-230 b,2468.0,16.8 Earths,2014,Neptune-like,0.17,1.55,False,581.3148788927335
2519,Kepler-230 c,2468.0,4.82 Earths,2014,Super Earth,0.285,1.55,False,59.34133579562943
2520,Kepler-231 b,1042.0,35.4 Earths,2014,Super Earth,0.196,1.55,False,921.4910453977508
2521,Kepler-231 c,1042.0,24.1 Earths,2014,Super Earth,0.38,0.82,False,166.89750692520778
2522,Kepler-232 b,4576.0,9.69 Earths,2014,Neptune-like,0.182,0.82,False,292.53713319647386
