,name,distance,mass,luminocity,discovery_date,planet_type,orbital_radius,planet_hoststar_name,planet_letter,planet_name,planet_discovery_method,planet_existance_in_question,num_of_planets_in_system,planet_orbital_period,planet_orbital_period_error1,planet_orbital_period_error2,planet_minimum_orbital_period,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,planet_maximum_limit_orbtial_period,planet_eccentricity,planet_eccentricity_error1,planet_eccentricity_error2,planet_eccentricity_limit,planet_orbital_inclination,planet_orbital_inclination_error1,planet_orbital_inclination_error2,planet_min_orbital_inclination,mass_in_kg,mass_in_unit_error1,mass_in_unit_error2,minimum_mass_in_unit,mass_unit,planet_radius_in_unit,planet_radius_in_unit_error1,planet_radius_in_unit_error2,minimum_planet_radius_in_unit,planet_density,planet_density_error1,planet_density_error2,minimum_planet_density,planet_orbital_inclination_compared_to_others,kepler_telescope_data,k2_telescope_data,num_of_notes,right_ascension_east_n_west_base60,right_ascension_east_n_west_base10,right_ascension_north_n_south_base60,right_ascension_north_n_south_base10,steller_distance,steller_distance_error1,steller_distance_error2,minimum_steller_distance,dist_from_gaia_paralax,dist_from_gaia_paralax_error1,dist_from_gaia_paralax_error2,minimum_dist_from_gaia_paralax,steller_magnitude,steller_magnitude_error,minimum_steller_magnitude,steller_optical_magnitude_band,photometric_visibility,photometric_visibility_error,photometric_visibility_magnitude,temperature_of_hoststar,temperature_of_hoststar_error1,temperature_of_hoststar_error2,minimum_temperature_of_hoststar,mass_of_hoststar,mass_of_hoststar_error1,mass_of_hoststar_error2,minimum_mass_of_hoststar,mass_of_hoststar.1,radius_of_hoststar_error1,radius_of_hoststar_error2,minimum_radius_of_hoststar,date_of_last_update,observer,gravity,suitable_type,goldilock,suitable_speed
4048,TOI-700 d,101.0,157 Earths,13.072,2020,Super Earth,0.1633 AU,TOI-700,d,toi-700 d,Transit,0,3,37.42475,0.00036,-0.0004,0.0,0.1633,0.0026,-0.0027,0.0,0.111,0.14,-0.078,0.0,89.79,0.14,-0.12,0.0,,,,0.0,,0.102,0.006,-0.005,0.0,,,,0.0,0,0,0,1,06h28m23.229s,97.096788,-65d34m45.522s,-65.579312,31.07,0.04,-0.04,0.0,31.15,0.02,-0.02,0.0,13.072,0.012,0.0,V (Johnson),12.066,,0.0,3461.0,66.0,-66.0,0.0,0.41,0.02,-0.02,0.0,0.42,0.02,-0.02,0.0,2020-07-23,Transiting Exoplanet Survey Satellite (TESS),4110734.4898743806,True,False,False
4049,TOI-763 b,311.0,979 Earths,10.156,2020,Super Earth,0.06 AU,TOI-763,b,toi-763 b,Transit,0,2,5.6057,0.0013,-0.0013,0.0,0.06,0.0006,-0.0006,0.0,0.04,0.04,-0.03,0.0,,,,0.0,0.0308,0.00245,-0.00245,0.0,Mass,0.203,0.01,-0.01,0.0,4.51,0.83,-0.66,0.0,0,0,0,0,12h57m52.45s,194.468542,-39d45m27.71s,-39.757697,95.39,0.45,-0.45,0.0,95.39,0.45,-0.45,0.0,10.156,0.041,0.0,V (Johnson),9.999,,0.0,5450.0,60.0,-60.0,0.0,0.92,0.03,-0.03,0.0,0.9,0.01,-0.01,0.0,2020-09-24,Transiting Exoplanet Survey Satellite (TESS),6471586.105868491,True,False,False
4050,TOI-763 c,311.0,932 Earths,10.156,2020,Neptune-like,0.1011 AU,TOI-763,c,toi-763 c,Transit,0,2,12.2737,0.0053,-0.0077,0.0,0.1011,0.001,-0.001,0.0,0.04,0.04,-0.03,0.0,,,,0.0,0.02932,0.00321,-0.00321,0.0,Mass,0.235,0.011,-0.011,0.0,2.82,0.54,-0.47,0.0,0,0,0,0,12h57m52.45s,194.468542,-39d45m27.71s,-39.757697,95.39,0.45,-0.45,0.0,95.39,0.45,-0.45,0.0,10.156,0.041,0.0,V (Johnson),9.999,,0.0,5450.0,60.0,-60.0,0.0,0.92,0.03,-0.03,0.0,0.9,0.01,-0.01,0.0,2020-09-24,Transiting Exoplanet Survey Satellite (TESS),4597273.122014764,False,False,False
4051,TOI-813 b,865.0,364 Earths,10.322,2020,Neptune-like,0.423 AU,TOI-813,b,toi-813 b,Transit,0,1,83.8911,0.0027,-0.0031,0.0,0.423,0.031,-0.037,0.0,0.0,,,0.0,89.64,0.24,-0.27,0.0,,,,,,0.599,0.034,-0.034,0.0,,,,,0,0,0,0,04h50m46.57s,72.694042,-60d54m19.62s,-60.90545,265.15,1.58,-1.58,0.0,265.15,1.58,-1.58,0.0,10.322,0.014,0.0,V (Johnson),10.235,,0.0,5907.0,150.0,-150.0,0.0,1.32,0.06,-0.06,0.0,1.94,0.1,-0.1,0.0,2020-01-30,Transiting Exoplanet Survey Satellite (TESS),276355.3374393368,False,True,False
4052,TOI-824 b,208.0,18467 Earths,11.153,2020,Super Earth,0.02177 AU,TOI-824,b,toi-824 b,Transit,0,1,1.392978,1.8e-05,-1.7e-05,0.0,0.02177,0.00032,-0.00032,0.0,,,,0.0,83.65,0.39,-0.38,0.0,0.0581,0.0058,-0.0059,0.0,Mass,0.261,0.018,-0.017,0.0,4.03,0.98,-0.78,0.0,0,0,0,0,14h48m39.71s,222.165458,-57d35m19.92s,-57.588867,63.71,0.2,-0.2,0.0,64.04,0.14,-0.14,0.0,11.153,0.008,0.0,V (Johnson),10.762,,0.0,4600.0,110.0,-100.0,0.0,0.71,0.03,-0.03,0.0,0.69,0.03,-0.03,0.0,2020-09-24,Transiting Exoplanet Survey Satellite (TESS),73847441.33263469,True,False,False
4053,TOI-849 b,734.0,3909 Earths,11.98,2020,Gas Giant,0.01598 AU,TOI-849,b,toi-849 b,Transit,0,1,0.76552414,2.62e-06,-2.79e-06,0.0,0.01598,0.00013,-0.00014,0.0,0.0,0.0,0.0,0.0,86.8,2.1,-2.4,0.0,0.12299,0.00837,-0.00802,0.0,Mass,0.307,0.014,-0.01,0.0,5.2,0.7,-0.8,0.0,0,0,0,0,01h54m51.7910s,28.715796,-29d25m18.1508s,-29.421709,224.9,5.9,-5.5,0.0,227.21,1.57,-1.57,0.0,11.98,,0.0,V (Johnson),12.064,,0.0,5373.8,42.5,-41.2,0.0,0.93,0.02,-0.02,0.0,0.92,0.03,-0.02,0.0,2020-07-09,Transiting Exoplanet Survey Satellite (TESS),11298194.253563238,False,False,False
4054,TRAPPIST-1 b,41.0,85 Earths,18.8,2016,Super Earth,0.01111 AU,TRAPPIST-1,b,trappist-1 b,Transit,0,7,1.51087081,6e-07,-6e-07,0.0,0.01111,0.00034,-0.00034,0.0,0.081,,,1.0,89.65,0.22,-0.27,0.0,0.00267,0.00227,-0.00227,0.0,Mass,0.097,0.003,-0.003,0.0,3.6,3.1,-3.1,0.0,1,0,1,0,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,0.02,-0.02,0.0,12.43,0.02,-0.02,0.0,18.8,0.08,0.0,V (Johnson),15.645,,0.0,2559.0,50.0,-50.0,0.0,0.08,0.01,-0.01,0.0,0.12,0.0,0.0,0.0,2017-02-22,La Silla Observatory,2460909.1165427803,True,False,True
4055,TRAPPIST-1 c,41.0,138 Earths,18.8,2016,Super Earth,0.01521 AU,TRAPPIST-1,c,trappist-1 c,Transit,0,7,2.4218233,1.7e-06,-1.7e-06,0.0,0.01521,0.00047,-0.00047,0.0,0.083,,,1.0,89.67,0.17,-0.17,0.0,0.00434,0.00192,-0.00192,0.0,Mass,0.094,0.003,-0.003,0.0,6.45,2.92,-2.92,0.0,1,0,1,0,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,0.02,-0.02,0.0,12.43,0.02,-0.02,0.0,18.8,0.08,0.0,V (Johnson),15.645,,0.0,2559.0,50.0,-50.0,0.0,0.08,0.01,-0.01,0.0,0.12,0.0,0.0,0.0,2017-02-22,La Silla Observatory,4254450.716456795,True,False,True
4056,TRAPPIST-1 d,41.0,41 Earths,18.8,2016,Terrestrial,0.02144 AU,TRAPPIST-1,d,trappist-1 d,Transit,0,7,4.04961,6.3e-05,-6.3e-05,0.0,0.02144,0.00066,-0.00063,0.0,0.07,,,1.0,89.75,0.16,-0.16,0.0,0.00129,0.00085,-0.00085,0.0,Mass,0.069,0.003,-0.003,0.0,4.9,3.3,-3.3,0.0,1,0,1,2,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,0.02,-0.02,0.0,12.43,0.02,-0.02,0.0,18.8,0.08,0.0,V (Johnson),15.645,,0.0,2559.0,50.0,-50.0,0.0,0.08,0.01,-0.01,0.0,0.12,0.0,0.0,0.0,2017-02-22,La Silla Observatory,2345880.002914839,False,False,True
4057,TRAPPIST-1 e,41.0,62 Earths,18.8,2017,Terrestrial,0.02817 AU,TRAPPIST-1,e,trappist-1 e,Transit,0,7,6.099615,1.1e-05,-1.1e-05,0.0,0.02817,0.00083,-0.00087,0.0,0.085,,,1.0,89.86,0.1,-0.12,0.0,0.00195,0.00182,-0.00182,0.0,Mass,0.082,0.003,-0.003,0.0,4.4,4.2,-4.2,0.0,1,0,1,0,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,0.02,-0.02,0.0,12.43,0.02,-0.02,0.0,18.8,0.08,0.0,V (Johnson),15.645,,0.0,2559.0,50.0,-50.0,0.0,0.08,0.01,-0.01,0.0,0.12,0.0,0.0,0.0,2017-02-22,Multiple Observatories,2511794.485789556,False,False,True
4058,TRAPPIST-1 f,41.0,68 Earths,18.8,2017,Super Earth,0.0371 AU,TRAPPIST-1,f,trappist-1 f,Transit,0,7,9.20669,1.5e-05,-1.5e-05,0.0,0.0371,0.0011,-0.0011,0.0,0.063,,,1.0,89.68,0.034,-0.034,0.0,0.00214,0.00057,-0.00057,0.0,Mass,0.093,0.003,-0.003,0.0,3.3,0.94,-0.94,0.0,1,0,1,0,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,0.02,-0.02,0.0,12.43,0.02,-0.02,0.0,18.8,0.08,0.0,V (Johnson),15.645,,0.0,2559.0,50.0,-50.0,0.0,0.08,0.01,-0.01,0.0,0.12,0.0,0.0,0.0,2017-02-22,Multiple Observatories,2141722.1762100607,True,False,True
4059,TRAPPIST-1 g,41.0,134 Earths,18.8,2017,Super Earth,0.0451 AU,TRAPPIST-1,g,trappist-1 g,Transit,0,7,12.35294,0.00012,-0.00012,0.0,0.0451,0.0014,-0.0014,0.0,0.061,,,1.0,89.71,0.025,-0.025,0.0,0.00422,0.00277,-0.00277,0.0,Mass,0.101,0.004,-0.004,0.0,5.2,3.5,-3.5,0.0,1,0,1,0,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,0.02,-0.02,0.0,12.43,0.02,-0.02,0.0,18.8,0.08,0.0,V (Johnson),15.645,,0.0,2559.0,50.0,-50.0,0.0,0.08,0.01,-0.01,0.0,0.12,0.0,0.0,0.0,2017-02-22,Multiple Observatories,3578344.660087346,True,False,False
4060,TRAPPIST-1 h,41.0,331 Earths,18.8,2017,Terrestrial,0.061935 AU,TRAPPIST-1,h,trappist-1 h,Transit,0,7,18.767,0.004,-0.003,0.0,,,,,,,,,89.76,0.05,-0.04,0.0,,,,,,0.067,0.003,-0.003,0.0,,,,,1,0,1,0,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,0.02,-0.02,0.0,12.43,0.02,-0.02,0.0,18.8,0.08,0.0,V (Johnson),15.645,,0.0,2559.0,50.0,-50.0,0.0,0.08,0.01,-0.01,0.0,0.12,0.0,0.0,0.0,2017-06-15,Multiple Observatories,20086233.46866035,False,False,False
4061,TrES-1 b,523.0,26697.583919999997 Earths,11.76,2004,Gas Giant,0.03925 AU,TrES-1,b,tres-1 b,Transit,0,1,3.03007,8e-06,-8e-06,0.0,,,,,0.0,,,0.0,90.0,0.05,-0.05,0.0,0.84,0.11,-0.11,0.0,Mass,1.13,0.06,-0.06,0.0,,,,,0,0,0,0,19h04m09.85s,286.041062,+36d37m57.5s,36.632629,160.39,0.73,-0.73,0.0,160.39,0.73,-0.73,0.0,11.76,0.01,0.0,V (Johnson),11.556,,0.0,5230.0,50.0,-50.0,0.0,1.04,0.19,-0.19,0.0,0.85,0.05,-0.05,0.0,2018-04-26,TrES,5695543.73816945,False,False,False
4062,TrES-2 b,707.0,47356.42862 Earths,11.411,2006,Gas Giant,0.03563 AU,TrES-2,b,tres-2 b,Transit,0,1,2.47063,1e-05,-1e-05,0.0,,,,,0.0,,,0.0,83.57,0.14,-0.14,0.0,1.49,0.22,-0.22,0.0,Mass,1.36,0.08,-0.08,0.0,,,,,0,1,0,4,19h07m14.03s,286.808473,+49d18m59.0s,49.316402,216.66,1.05,-1.05,0.0,216.66,1.05,-1.05,0.0,11.411,0.005,0.0,V (Johnson),11.282,,0.0,5850.0,50.0,-50.0,0.0,1.36,0.3,-0.3,0.0,1.12,0.07,-0.07,0.0,2018-04-26,TrES,6974631.130611359,False,False,False
4063,TrES-3 b,744.0,60705.220579999994 Earths,12.402,2007,Gas Giant,0.02282 AU,TrES-3,b,tres-3 b,Transit,0,1,1.30618581,,,0.0,0.02282,0.00023,-0.0004,0.0,0.0,,,0.0,81.85,0.16,-0.16,0.0,1.91,0.075,-0.08,0.0,Mass,1.336,0.031,-0.037,0.0,0.994,0.095,-0.078,0.0,0,0,0,1,17h52m07.02s,268.029265,+37d32m46.2s,37.546154,228.0,12.0,-12.0,0.0,232.89,1.3,-1.3,0.0,12.402,0.006,0.0,V (Johnson),12.2,,0.0,5650.0,75.0,,0.0,0.93,0.05,,0.0,0.83,0.02,,0.0,2014-05-14,TrES,9264740.152262686,False,False,False
4064,TrES-4 b,1708.0,24790.61364 Earths,11.592,2007,Gas Giant,0.05084 AU,TrES-4,b,tres-4 b,Transit,0,1,3.55395,7.5e-05,-7.5e-05,0.0,,,,,0.0,,,0.0,82.81,0.33,-0.33,0.0,0.78,0.19,-0.19,0.0,Mass,1.61,0.18,-0.18,0.0,,,,,0,0,0,0,17h53m13.04s,268.304354,+37d12m42.7s,37.211849,523.7,7.09,-7.09,0.0,523.7,7.09,-7.09,0.0,11.592,0.004,0.0,V (Johnson),11.473,,0.0,6200.0,75.0,-75.0,0.0,1.08,0.38,-0.38,0.0,1.66,0.19,-0.19,0.0,2018-04-26,TrES,2605287.42251157,False,False,False
4065,TrES-5 b,1188.0,56891.28002 Earths,13.718,2011,Gas Giant,0.02459 AU,TrES-5,b,tres-5 b,Transit,0,1,1.48224686,6.14e-06,-6.14e-06,0.0,0.02459,0.0007,-0.0007,0.0,,,,,84.27,0.26,-0.26,0.0,1.79,0.068,-0.068,0.0,Mass,1.194,0.015,-0.015,0.0,1.31,0.052,-0.052,0.0,0,0,0,0,20h20m53.24s,305.221841,+59d26m55.6s,59.448788,364.1,1.94,-1.94,0.0,364.1,1.94,-1.94,0.0,13.718,0.005,0.0,V (Johnson),13.46,,0.0,5171.0,36.0,-36.0,0.0,0.9,0.03,-0.03,0.0,0.87,0.01,-0.01,0.0,2015-04-16,TrES,10870691.46406264,False,False,False
4066,TYC 1422-614-1 b,2476.0,7945.7095 Earths,10.21,2014,Gas Giant,0.69 AU,TYC 1422-614-1,b,tyc 1422-614-1 b,Radial Velocity,0,2,198.4,0.42,-0.42,0.0,0.69,0.03,-0.03,0.0,0.06,0.06,-0.02,0.0,,,,,2.5,0.4,-0.4,0.0,Msini,,,,,,,,,0,0,0,0,10h17m06.67s,154.277798,+19d33m30.5s,19.558472,759.0,181.0,-181.0,0.0,685.52,35.3,-35.3,0.0,10.21,,0.0,V (Johnson),9.913,,0.0,4806.0,45.0,-45.0,0.0,1.15,0.18,-0.18,0.0,6.85,1.38,-1.38,0.0,2014-10-29,Multiple Observatories,-1.0,False,True,False
4067,TYC 1422-614-1 c,2476.0,3178.2837999999997 Earths,10.21,2014,Gas Giant,1.37 AU,TYC 1422-614-1,c,tyc 1422-614-1 c,Radial Velocity,0,2,559.3,1.2,-1.2,0.0,1.37,0.06,-0.06,0.0,0.048,0.02,-0.014,0.0,,,,,10.0,1.0,-1.0,0.0,Msini,,,,,,,,,0,0,0,0,10h17m06.67s,154.277798,+19d33m30.5s,19.558472,759.0,181.0,-181.0,0.0,685.52,35.3,-35.3,0.0,10.21,,0.0,V (Johnson),9.913,,0.0,4806.0,45.0,-45.0,0.0,1.15,0.18,-0.18,0.0,6.85,1.38,-1.38,0.0,2014-10-29,Multiple Observatories,-1.0,False,True,False
4068,TYC 3318-01333-1 b,1623.0,108697.30596 Earths,9.463,2018,Gas Giant,1.414 AU,TYC 3318-01333-1,b,tyc 3318-01333-1 b,Radial Velocity,0,1,562.0,4.1,-4.0,0.0,1.414,0.063,-0.063,0.0,0.098,0.082,-0.032,0.0,,,,,3.42,0.35,-0.35,0.0,Msini,,,,,,,,,0,0,0,0,03h02m19.79s,45.582458,+49d44m39.0s,49.74416,497.41,10.06,-10.06,0.0,497.41,10.06,-10.06,0.0,,,,,9.463,,0.0,4776.0,10.0,-10.0,0.0,1.19,0.14,-0.14,0.0,5.9,1.0,-1.0,0.0,2018-01-25,Multiple Observatories,-1.0,False,True,False
4069,TYC 3667-1280-1 b,1569.0,17162.732519999998 Earths,9.86,2016,Gas Giant,0.21 AU,TYC 3667-1280-1,b,tyc 3667-1280-1 b,Radial Velocity,0,1,26.468,0.005,-0.005,0.0,0.21,0.01,-0.01,0.0,0.036,0.043,-0.014,0.0,,,,,5.4,0.4,-0.4,0.0,Msini,,,,,,,,,0,0,0,0,00h51m32.96s,12.887344,+58d25m34.2s,58.426167,481.0,37.0,-37.0,0.0,483.95,9.41,-9.41,0.0,9.86,0.02,0.0,V (Johnson),9.423,,0.0,5130.0,24.0,-24.0,0.0,1.87,0.17,-0.17,0.0,6.26,0.86,-0.86,0.0,2016-03-31,McDonald Observatory,-1.0,False,False,False
4070,TYC 4282-00605-1 b,2283.0,342618.99364 Earths,10.58,2017,Gas Giant,0.422 AU,TYC 4282-00605-1,b,tyc 4282-00605-1 b,Radial Velocity,0,1,101.54,0.05,-0.05,0.0,0.422,0.009,-0.009,0.0,0.28,0.01,-0.01,0.0,,,,,10.78,0.12,-0.12,0.0,Msini,,,,,,,,,0,0,0,0,22h55m29.21s,343.871704,+62d14m21.1s,62.239182,700.0,143.0,-143.0,0.0,470.32,6.33,-6.33,0.0,10.58,0.01,0.0,V (Johnson),9.909,,0.0,4300.0,50.0,-50.0,0.0,0.97,0.03,-0.03,0.0,16.21,4.01,-4.01,0.0,2017-06-29,Roque de los Muchachos Observatory,-1.0,False,True,False
4071,TYC 8998-760-1 b,309.0,4449.59732 Earths,11.13,2020,Gas Giant,162.0 AU,TYC 8998-760-1,b,tyc 8998-760-1 b,Imaging,0,2,,,,,162.0,,,0.0,,,,,,,,,14.0,3.0,-3.0,0.0,Mass,,,,,,,,,0,0,0,0,13h25m12.13s,201.300542,-64d56m20.69s,-64.939081,94.6,0.3,-0.3,0.0,94.88,0.28,-0.28,0.0,11.13,,0.0,V (Johnson),10.65,,0.0,,,,0.0,1.0,,,0.0,,,,0.0,2020-04-02,Paranal Observatory,-1.0,False,False,False
4072,TYC 8998-760-1 c,309.0,1906.97028 Earths,11.13,2020,Gas Giant,320.0 AU,TYC 8998-760-1,c,tyc 8998-760-1 c,Imaging,0,2,,,,0.0,320.0,,,0.0,,,,0.0,,,,0.0,6.0,1.0,-1.0,0.0,Mass,1.1,0.6,-0.3,0.0,,,,0.0,0,0,0,2,13h25m12.13s,201.300542,-64d56m20.69s,-64.939081,94.6,0.3,-0.3,0.0,94.88,0.28,-0.28,0.0,11.13,,0.0,V (Johnson),10.65,,0.0,,,,0.0,1.0,,,0.0,,,,0.0,2020-07-23,Paranal Observatory,429317.5796498565,False,False,False
4073,UKIRT-2017-BLG-001L b,20551.0,40682.03264 Earths,,2018,Gas Giant,4.18 AU,UKIRT-2017-BLG-001L,b,ukirt-2017-blg-001l b,Microlensing,0,1,,,,,4.18,0.96,-0.88,0.0,,,,,,,,,1.28,0.37,-0.44,0.0,Mass,,,,,,,,,0,0,0,0,17h46m36.98s,266.654083,-29d12m40.9s,-29.211361,6300.0,1600.0,-2100.0,0.0,,,,,,,,,,,,,,,,0.81,0.21,-0.27,0.0,,,,,2018-03-26,Mauna Kea Observatory,-1.0,False,False,False
4074,Upsilon Andromedae b,44.0,2185387.9408799997 Earths,4.1,1996,Gas Giant,0.059222 AU,ups And,b,ups and b,Radial Velocity,0,3,4.617033,2.3e-05,-2.3e-05,0.0,0.059222,0.0,0.0,0.0,0.0215,0.0007,-0.0007,0.0,,,,,0.6876,0.0044,-0.0044,0.0,Msini,,,,,,,,,0,0,0,0,01h36m47.84s,24.199345,+41d24m19.7s,41.40546,13.41,0.06,-0.06,0.0,13.41,0.06,-0.06,0.0,4.1,,0.0,V (Johnson),3.898,,0.0,,,,,1.3,,,0.0,1.56,,,0.0,2019-01-31,Lick Observatory,-1.0,False,False,False
4075,Upsilon Andromedae c,44.0,629618.02078 Earths,4.1,1999,Gas Giant,0.827774 AU,ups And,c,ups and c,Radial Velocity,0,3,241.258,0.064,-0.064,0.0,0.827774,1.5e-05,-1.5e-05,0.0,0.2596,0.0079,-0.0079,0.0,,,,,1.981,0.019,-0.019,0.0,Msini,,,,,,,,,0,0,0,0,01h36m47.84s,24.199345,+41d24m19.7s,41.40546,13.41,0.06,-0.06,0.0,13.41,0.06,-0.06,0.0,4.1,,0.0,V (Johnson),3.898,,0.0,,,,,1.3,,,0.0,1.56,,,0.0,2019-01-31,Multiple Observatories,-1.0,False,True,False
4076,Upsilon Andromedae d,44.0,1313266.86616 Earths,4.1,1999,Gas Giant,2.51329 AU,ups And,d,ups and d,Radial Velocity,0,3,1276.46,0.57,-0.57,0.0,2.51329,0.00075,-0.00075,0.0,0.2987,0.0072,-0.0072,0.0,,,,,4.132,0.029,-0.029,0.0,Msini,,,,,,,,,0,0,0,0,01h36m47.84s,24.199345,+41d24m19.7s,41.40546,13.41,0.06,-0.06,0.0,13.41,0.06,-0.06,0.0,4.1,,0.0,V (Johnson),3.898,,0.0,,,,,1.3,,,0.0,1.56,,,0.0,2019-01-31,Multiple Observatories,-1.0,False,False,False
4077,USco1556 b,460.0,4767.4257 Earths,15.361,2019,Gas Giant,3500.0 AU,USco CTIO 108,b,usco ctio 108 b,Imaging,0,1,,,,,670.0,,,0.0,,,,,,,,,14.0,2.0,-8.0,0.0,Mass,,,,,,,,,0,0,0,0,16h05m54.08s,241.47532,-18d18m44.4s,-18.312332,144.29,5.02,-5.02,0.0,144.29,5.02,-5.02,0.0,,,,,17.423,,0.0,2700.0,100.0,-100.0,0.0,0.06,0.02,-0.02,0.0,,,,,2015-05-14,Teide Observatory,-1.0,False,False,False
4078,USco1621 b,450.0,5085.25408 Earths,14.177,2019,Gas Giant,2880.0 AU,USco1556 A,b,usco1556 b,Imaging,0,1,,,,,3500.0,40.0,-40.0,0.0,,,,,,,,,15.0,2.0,-2.0,0.0,Mass,,,,,,,,,0,0,0,1,15h56m24.92s,239.103821,-25d41m20.2s,-25.688953,141.0,2.0,-2.0,0.0,141.17,1.65,-1.65,0.0,15.361,0.01,0.0,V (Johnson),14.31,,0.0,3410.0,100.0,-100.0,0.0,0.33,0.07,-0.07,0.0,,,,,2020-01-16,Multiple Observatories,-1.0,False,False,False
4079,USco CTIO 108 b,471.0,4449.59732 Earths,17.423,2008,Gas Giant,670.0 AU,USco1621 A,b,usco1621 b,Imaging,0,1,,,,,2880.0,20.0,-20.0,0.0,,,,,,,,,16.0,2.0,-2.0,0.0,Mass,,,,,,,,,0,0,0,1,16h21m29.55s,245.373138,-25d29m43.2s,-25.495321,138.0,1.0,-1.0,0.0,138.44,0.97,-0.97,0.0,13.712,,0.0,Kepler-band,14.177,,0.0,3460.0,100.0,-100.0,0.0,0.36,0.08,-0.08,0.0,,,,,2020-01-16,Multiple Observatories,-1.0,False,False,False
4080,UZ Fornacis b,782.0,20023.18794 Earths,16.694,2011,Gas Giant,5.9 AU,UZ For,b,uz for b,Eclipse Timing Variations,0,2,5840.0,1095.0,-1095.0,0.0,5.9,1.4,-1.4,0.0,0.04,0.05,-0.05,0.0,,,,,6.3,1.5,-1.5,-1.0,Mass,,,,,,,,,0,0,0,0,03h35m28.64s,53.869338,-25d44m21.8s,-25.739395,239.6,4.26,-4.26,0.0,239.6,4.26,-4.26,0.0,,,,,16.694,,0.0,,,,,0.7,,,0.0,,,,,2014-05-14,Multiple Observatories,-1.0,False,False,False
4081,UZ Fornacis c,782.0,24472.785259999997 Earths,16.694,2011,Gas Giant,2.8 AU,UZ For,c,uz for c,Eclipse Timing Variations,0,2,1916.25,91.25,-91.25,0.0,2.8,0.5,-0.5,0.0,0.05,0.05,-0.05,0.0,,,,,7.7,1.2,-1.2,-1.0,Mass,,,,,,,,,0,0,0,0,03h35m28.64s,53.869338,-25d44m21.8s,-25.739395,239.6,4.26,-4.26,0.0,239.6,4.26,-4.26,0.0,,,,,16.694,,0.0,,,,,0.7,,,0.0,,,,,2014-05-14,Multiple Observatories,-1.0,False,False,False
4082,V0391 Pegasi b,4567.0,10170.50816 Earths,14.57,2007,Gas Giant,1.7 AU,V0391 Peg,b,v0391 peg b,Pulsation Timing Variations,0,1,1170.0,44.0,-44.0,0.0,1.7,0.1,-0.1,0.0,0.0,,,0.0,,,,,3.2,0.7,-0.7,0.0,Msini,,,,,,,,,0,0,0,0,22h04m12.11s,331.05044,+26d25m07.9s,26.41886,1400.0,180.0,-180.0,0.0,1238.7,82.19,-82.19,0.0,14.57,0.02,0.0,V (Johnson),14.59,,0.0,29300.0,500.0,-500.0,0.0,0.5,0.05,-0.05,0.0,0.23,0.03,-0.03,0.0,2015-05-14,Multiple Observatories,-1.0,False,True,False
4083,V1298 Tauri b,354.0,75007.49768 Earths,10.116,2019,Gas Giant,0.1688 AU,V1298 Tau,b,v1298 tau b,Transit,0,4,24.1396,0.0018,-0.0018,0.0,0.1688,0.0026,-0.0026,0.0,0.29,,,1.0,89.0,0.46,-0.24,0.0,,,,,,0.916,0.052,-0.047,0.0,,,,,0,0,1,0,04h05m19.59s,61.331642,+20d09m25.6s,20.157103,108.5,0.7,-0.7,0.0,108.53,0.7,-0.7,0.0,10.116,0.05,0.0,V (Johnson),10.07,,0.0,,,,,1.1,0.05,-0.05,0.0,1.34,0.06,-0.05,0.0,2019-10-24,K2,24351955.85769664,False,False,False
4084,V1298 Tauri c,354.0,267 Earths,10.116,2019,Neptune-like,0.0825 AU,V1298 Tau,c,v1298 tau c,Transit,0,4,8.24958,0.00072,-0.00072,0.0,0.0825,0.0013,-0.0013,0.0,0.43,,,1.0,88.49,0.92,-0.72,0.0,,,,,,0.499,0.032,-0.029,0.0,,,,,0,0,1,0,04h05m19.59s,61.331642,+20d09m25.6s,20.157103,108.5,0.7,-0.7,0.0,108.53,0.7,-0.7,0.0,10.116,0.05,0.0,V (Johnson),10.07,,0.0,,,,,1.1,0.05,-0.05,0.0,1.34,0.06,-0.05,0.0,2019-10-24,K2,292099.14655698865,False,False,False
4085,V1298 Tauri d,354.0,336 Earths,10.116,2019,Neptune-like,0.1083 AU,V1298 Tau,d,v1298 tau d,Transit,0,4,12.4032,0.0015,-0.0015,0.0,0.1083,0.0017,-0.0017,0.0,0.21,,,1.0,89.04,0.65,-0.73,0.0,,,,,,0.572,0.04,-0.035,0.0,,,,,0,0,1,0,04h05m19.59s,61.331642,+20d09m25.6s,20.157103,108.5,0.7,-0.7,0.0,108.53,0.7,-0.7,0.0,10.116,0.05,0.0,V (Johnson),10.07,,0.0,,,,,1.1,0.05,-0.05,0.0,1.34,0.06,-0.05,0.0,2019-10-24,K2,279748.22380416794,False,False,False
